5000 5000
8444 12179 10404 17837
19289 16865 19340 18566
4525 13726 18199 19766
14272 12246 19381 18802
4638 13244 9662 13912
7605 8341 19999 11056
19205 10747 19942 17601
9007 9316 19971 17214
9245 11495 9580 11898
1332 15247 17442 17807
7845 677 14315 1171
17676 8428 18095 10916
18957 10897 19423 13404
13347 3816 15284 16808
2573 18580 5057 19485
15817 6175 16503 17912
6845 10295 16504 10342
471 10610 5948 12058
8015 17990 11327 19600
2162 7268 14735 12872
1407 15152 11751 19676
15979 2862 18190 8159
14109 11123 17902 16526
8293 2965 14847 3081
8903 9191 18592 9338
5634 4573 8157 10552
14868 6469 15432 13041
4909 10244 16601 15690
1751 16884 13452 19867
19622 17109 19944 19403
4566 15381 7855 16529
13327 3725 17902 15830
5617 6011 13653 6321
17817 10856 19079 11717
5530 14655 15691 17087
19771 4921 19872 17212
14721 8662 14783 12664
663 12674 17557 18553
14929 11968 18091 19143
1695 10054 12608 11078
11570 7477 15735 11094
3009 18041 11507 19854
18508 10022 19143 12584
10636 5862 18224 9667
17856 7247 19433 18872
17882 18062 18747 18905
12487 12496 14505 19394
7809 8618 14637 19029
3755 3688 17272 18250
8235 1341 15297 19249
2773 11786 12208 17210
13028 17091 17897 19093
1445 10792 17058 19675
7252 4545 18871 12131
9667 16723 11268 18805
15297 9496 18316 12305
16949 16820 19253 17064
11920 18689 19933 18952
13820 7413 15070 12932
4474 8830 12747 19701
4123 5602 12780 15389
2854 16624 14070 18036
14380 15379 16241 19503
4892 8204 19109 10960
8355 846 17526 8927
5472 15358 6075 15883
11994 15806 15374 18063
11480 2107 17593 3578
18756 13689 19189 15452
9600 16681 11364 17338
19744 578 19806 5133
8368 14685 16605 19719
18644 19185 18761 19228
4202 2851 9399 3291
96 7125 1455 11257
14291 1842 19991 2941
14994 12777 18811 18129
7206 2648 17682 16089
7291 11231 19915 15212
9381 8190 16857 10093
4224 10382 11766 16678
1759 12863 12818 15463
3211 9024 14608 16565
2730 308 18131 7740
8273 11925 18645 18860
2137 3978 8075 12687
15573 11450 18208 13601
5754 5790 7706 17093
17818 13305 19447 18456
3692 2796 7275 7570
11070 16627 19431 16685
10689 11141 13622 11451
4014 6897 12601 10549
531 14903 3494 14947
8120 8000 15874 16733
6876 6036 12803 10616
2837 6790 7307 16344
13869 7308 16230 18907
14735 16870 18284 17355
12508 13773 15612 19954
6487 8581 19325 19778
3377 5805 15523 12518
4837 3580 9007 13069
3174 5625 4177 8604
10839 14539 13630 17668
2157 12047 15148 14231
547 15403 10089 17793
9709 4885 14930 15419
11811 10813 16118 14108
5497 5914 10492 12344
9374 8827 9696 19869
17160 1022 17268 19097
17983 9720 18412 17443
12103 2863 12337 17673
3445 2528 11733 11658
6959 4977 16073 13374
17051 9133 19951 14198
14468 16733 18096 17108
1717 2837 2633 11464
9133 20 13341 12276
2897 6379 18622 9870
12429 2730 18433 12731
17608 16591 19300 17549
11876 6660 13784 17788
7001 5955 8781 8802
11123 10382 11454 12636
660 17300 16095 19942
9011 11786 11674 18791
11726 7621 12684 10947
17298 18721 17535 18872
18777 11838 18929 18042
12882 2174 19015 17811
536 11335 17288 18481
3689 11872 13943 13302
10214 6223 12931 14620
12866 14952 18860 16866
9680 477 13949 7083
10858 5463 13471 19428
16345 19758 19273 19900
10868 17586 13605 17691
9052 13344 12790 14788
2550 4301 8103 11436
2968 14262 12188 15063
13476 8239 18908 16089
3652 8932 14150 19312
6859 14676 19494 17220
15436 108 16072 17321
8306 1226 19543 6875
18028 10897 18763 18551
3130 11997 6869 13693
946 10663 11271 10980
6036 1567 19585 3798
1044 6498 14911 12261
898 3967 3246 19532
12172 9358 17680 9964
11273 9348 15523 14009
18720 8150 19731 8413
14491 2809 15419 11282
15228 10789 17710 12388
6829 4687 15448 11266
10167 9776 11299 15621
11610 17178 17692 17542
14096 6576 17255 8575
12877 16116 13230 19526
3127 5354 11090 12100
9614 7698 17135 12403
18599 11538 19699 18277
3060 17404 9933 17740
14327 15711 18670 16970
4565 5686 7848 19142
16223 15925 19525 19344
18584 12218 19383 18885
10033 19926 17917 19964
16301 10312 16490 12677
19871 6583 19872 16464
6754 418 17607 17463
17783 5164 18802 15872
17227 3181 18869 6248
13429 8368 14016 10115
9082 10761 19377 14153
9080 9119 18700 13713
3382 14181 5995 15415
15778 7713 19441 8864
17621 14982 18556 17106
19139 11741 19303 17245
3706 12958 19576 19228
18032 19969 19401 19976
3301 1195 13187 16484
3336 17256 4755 19222
15271 6312 17539 10725
6445 11219 16412 16046
17195 10975 17581 16109
4036 15380 8832 15939
10439 15406 17746 17051
14293 5564 19628 16090
85 19373 1249 19489
19224 13036 19247 19786
16318 2715 16790 10945
10670 8190 18120 14759
265 4725 15497 11052
4421 8886 19578 14991
4520 9921 11711 14375
19451 17490 19915 18612
7811 6704 16223 18165
8787 17451 9475 19496
18889 16345 19289 19749
19659 18463 19991 19798
15117 15358 16423 17659
18207 9474 18910 15469
552 316 16037 11618
12478 15523 19037 16320
2919 14348 13039 16743
13544 3156 18063 16170
5135 17510 18384 19881
8664 9498 16619 18768
13155 2483 16256 8280
5053 4249 10985 19039
8826 13903 17499 13993
10890 13395 13664 14047
18972 9514 19706 11464
17624 10160 18388 18047
16283 15836 17167 17976
17447 7898 18844 15397
19285 9996 19397 15428
4163 13043 13069 15338
8492 17001 9096 19279
15122 8936 19322 14534
2632 13762 4616 16958
19231 4921 19650 17438
19616 15412 19853 19468
18918 6732 19056 17230
19517 15549 19932 17851
15353 14711 18211 18723
10099 8851 12421 8859
11846 15699 15276 16331
655 3319 12901 12385
13751 7852 14441 11501
11781 7778 17351 11505
7442 12736 14470 15843
9867 18604 12172 19191
1431 8644 19102 10839
12249 1098 15542 18668
16421 14458 17252 19906
17988 14778 19234 18366
2705 12373 7028 13984
13631 8577 14641 19630
6728 375 15037 18185
18335 2050 19729 9287
10236 18961 12276 19240
9242 5010 17716 11422
11740 9914 12837 15977
14352 7421 16963 10039
15737 17960 17620 18537
1126 16352 16816 18432
17029 3306 19888 14278
3924 9852 12364 15621
8741 15235 12198 16890
13807 5404 19730 10990
12476 13918 13990 15011
18520 8846 18784 12451
216 16889 5297 17222
5152 725 9942 9023
11953 8229 13277 10152
12565 8495 13859 17885
5222 7493 16127 15490
14629 14692 16217 17649
15621 16024 17052 19154
5525 9290 18724 17180
4864 3235 14197 4033
5284 14852 10810 18548
17526 2299 19211 14445
17879 7811 17984 19759
5365 9144 14333 17199
15207 11320 19169 13624
14339 7611 19349 11084
7322 7821 16505 7924
2160 6326 16085 19286
16649 12789 16930 17543
2519 15487 8795 18333
14377 2937 19193 14683
6438 17347 18474 19808
10781 16186 18577 16541
16710 9291 18295 13838
13988 8217 17931 17677
3970 2529 10934 19354
19396 596 19506 10513
4712 16027 12493 19814
2173 2158 9796 5732
16303 3263 16805 10188
17092 2233 18030 17292
5268 1944 11102 12267
2963 3140 6436 19800
1488 17691 17078 17845
18754 8603 19972 10218
19749 7285 19904 18466
2565 2661 14145 11201
10421 10598 17821 14918
4938 12808 13559 17887
10248 12931 10702 18299
16551 5277 19017 17692
18366 6334 19596 7787
3288 8084 18265 9121
18136 7103 18618 18811
9330 308 19030 13890
3152 9556 7386 11716
6402 15093 12429 18522
4270 9097 9370 10436
6145 3177 9959 10733
2096 11799 7229 11906
3588 11908 14998 17725
8022 17095 8095 19570
8666 15348 16498 17553
13168 17784 15559 19311
2771 436 15649 3316
13078 66 13814 6767
7393 2665 16350 18094
17805 18931 18611 19456
5876 7670 15920 17149
7082 5103 15223 19650
3039 15820 14141 19441
9268 12576 9750 16898
19654 13354 19867 18053
5409 19760 9450 19772
11911 6491 18448 12727
8927 4477 14790 12905
2308 16733 17626 18500
17822 9317 18655 12414
17378 428 18827 11810
5354 19473 14837 19737
2470 9411 6097 13367
139 10763 2367 17332
4713 1467 18626 4598
347 10127 1153 12024
13317 19199 14085 19708
4366 506 19156 10488
17179 10226 17909 17552
7280 3777 16369 6256
16495 5584 17065 18336
10901 5402 12266 15593
14914 12093 19889 13858
19382 15476 19991 18097
17854 10535 19909 11005
6482 4960 16348 19080
5182 16583 13835 19043
2334 17696 15857 19278
4670 11307 17758 11356
8011 39 18376 8025
12002 4232 14642 9790
6179 19457 15573 19584
9204 15762 14006 19528
10280 9643 15658 11882
1392 2077 2441 10368
16281 291 16374 17541
17335 3292 19536 3374
3132 7812 3740 9349
18904 16432 18944 18028
18989 4168 19765 16147
945 14654 13383 16682
2319 974 6351 12540
16037 60 19116 10966
2132 3879 5986 14462
13829 5505 18976 11956
11332 13366 19741 17215
6728 495 17117 11151
4839 12620 13803 14389
576 613 14834 16252
12752 6698 15001 10251
6114 7722 10962 19112
11848 8266 13327 16850
19942 2802 19994 6587
10188 11944 16277 14652
12441 18636 17716 19294
14488 10900 15445 10943
14811 5647 17045 7208
10474 11060 12138 13336
7903 8059 16419 19276
18458 5465 19201 9821
4748 8554 19008 9770
4345 9987 10941 19551
10069 13164 10807 19568
19967 19465 19992 19516
13409 16729 13998 19551
5551 11435 9951 17629
4973 16371 19764 17275
14723 18815 17596 19271
2749 9574 4528 19204
16939 4888 18805 10188
15376 9220 18863 18625
13896 6583 15143 13240
2636 13247 13023 18857
12036 6113 18199 17910
2940 15282 19687 18219
9506 12666 15767 18466
16982 19551 19052 19990
19232 571 19983 14141
3712 9313 19405 18894
18345 1318 19872 1683
999 1600 9945 19016
4203 140 5772 10728
18862 11417 19454 14405
19281 8858 19934 18729
14058 13820 17767 15071
15603 8737 17457 16611
5323 19558 6258 19917
15086 12708 16147 13300
13353 18089 19848 19798
15739 4091 19924 10785
4581 4608 9538 16792
12995 283 14975 5589
9795 7978 11758 8530
19497 8484 19995 17824
11376 17745 18030 18727
14146 19311 14573 19417
55 2582 5189 17786
13794 297 16748 14792
1391 17923 3718 18025
1368 16431 8939 19771
12144 6927 18391 13104
17533 8547 19579 13404
3204 1528 12231 16340
10967 9251 19719 18463
5646 19257 14489 19357
19795 6987 19954 9981
13456 7761 19018 9911
364 7595 4972 12713
16290 18373 16452 19655
7162 9784 11746 17781
16900 1808 18278 2331
11788 3869 12692 16158
7575 6643 8672 16657
2911 6461 11517 16373
5727 12169 12285 16461
4319 16241 8184 18608
15605 6132 18972 19030
17549 11940 19423 17406
10222 3659 18194 13067
4747 9924 10160 10282
15405 8840 17382 14679
18026 7661 18942 19349
15829 13816 18513 16239
3784 6184 13977 6358
4155 19164 14021 19912
3275 11220 4794 12200
17086 12774 19642 12907
18643 18509 19015 18516
4413 9445 5545 14825
18239 17301 18285 18253
17330 4308 17602 7242
5828 13301 19640 18428
8026 15164 10132 18894
5986 8034 15900 10527
3426 6375 17289 6545
9311 16092 19216 17465
13905 17173 17347 19208
1605 13361 15411 17853
12138 7578 16371 10704
17225 2290 19953 15074
16854 5716 17505 17352
16328 18085 16644 19022
17746 10145 19028 16428
3158 2327 19330 2823
3151 7694 8698 14614
18293 1639 19017 8840
1788 15696 2708 17875
8030 9772 16729 19910
15183 16635 17749 17745
9789 6810 16612 19621
19336 1962 19722 4217
19038 1475 19083 8275
16757 14834 17662 15472
18414 11252 19604 19420
13500 19156 18636 19740
2414 7430 12191 11526
9518 4881 18887 17948
9079 16483 11150 18012
5035 19478 10239 19751
5816 3307 12422 18637
11539 1079 14115 6707
4103 19238 10253 19274
11973 3065 16231 12736
15712 5266 16066 7368
2239 4647 12063 11957
1197 6590 3056 10625
9947 9717 16504 19120
16736 14013 19869 18058
16983 18092 19093 18980
17059 15297 18148 17217
19795 8914 19878 13597
6975 19585 16395 19670
10032 11912 18587 17579
1663 6602 17906 17593
488 13344 10289 19314
16628 19360 18208 19991
6756 2847 8367 13774
13667 15719 16264 16300
11232 7603 17493 8360
4944 18620 15785 19974
18655 7190 18809 8346
16947 9784 19567 11685
3769 16367 9227 19722
15389 18482 16621 19551
15687 4582 18503 12134
7860 10066 19421 12505
18295 5287 19985 11600
6304 9979 6394 19903
4371 14149 7710 16950
3618 11048 7329 13644
752 13145 11286 16414
8188 16055 8925 18056
15155 4576 16520 13572
19678 1257 19807 16922
2412 12922 15953 18127
13369 1456 14932 15108
8733 1533 11737 13182
14757 15222 18958 18928
13527 180 18079 1441
13718 17603 16058 19065
1097 14755 17459 15653
7342 15900 16065 17278
7 11744 3228 18471
9921 12866 11744 19787
15846 18163 15857 18452
8701 17305 10051 19258
19363 8905 19678 19331
15918 4414 19029 16509
1303 420 5951 11015
10171 15434 10417 16167
3092 3148 11346 5892
17615 2951 17641 11439
19958 1036 19999 16504
9751 17533 11784 17867
10652 15042 19350 17885
16060 8298 19051 13310
16560 3368 16561 15484
14646 9545 18474 15343
18330 18375 18370 18961
8799 17630 13779 18729
4897 16909 15914 19522
2511 5966 14945 9209
12936 2712 14935 10748
15790 10038 19751 11093
11982 14484 17895 17843
16684 16759 17232 17757
14431 15031 19887 17701
12701 46 17841 16689
16937 9493 17254 9577
16180 15983 18997 17057
17066 17995 19469 19174
2231 5350 10996 19545
3712 17163 9241 19989
18341 16477 19131 17003
11509 19273 19190 19292
15319 2237 15530 11322
2147 1502 10087 17498
1211 18146 14040 18439
18612 8623 18920 16209
17161 17874 18904 18849
4354 11002 10661 19578
18916 993 19729 9836
4189 18464 14544 19817
8262 12479 12381 18124
5370 18486 17639 19855
3641 3163 13210 8851
18949 14469 19939 15500
17713 12911 18888 15859
6034 12744 7714 18887
19503 8221 19575 11063
12804 14919 13044 15424
17675 11412 19030 18506
14670 375 17568 10583
4445 1786 6888 9780
10208 6383 13518 14221
15451 19464 18577 19832
15882 5605 18822 9296
14197 7021 17426 13688
11986 4577 13089 4861
16952 19302 18417 19664
9950 13089 16011 13608
14182 10023 19391 12365
17618 13335 19053 19426
14869 9217 15479 15105
11742 8314 15278 18675
5280 4612 7579 13461
4809 7975 11187 13227
11208 7410 16450 18466
18918 12028 18990 17287
11482 12407 11729 12474
14927 3587 17838 19413
19666 1850 19721 7110
12913 6465 18495 10259
19840 10130 19848 18970
18629 4919 19514 15460
5821 12018 12913 15888
4749 5188 8701 13794
2898 15870 5206 19548
14425 553 19216 10890
17484 9408 18443 16880
2911 7925 6437 9059
17635 1135 18541 12879
11539 9181 15497 14338
12986 13913 14835 16842
11208 2923 12020 8117
16492 10524 19393 11756
10921 843 15336 1069
3619 10989 8990 14649
4306 11409 16047 13986
14649 5329 15723 7053
8879 177 10371 19543
17072 10101 17427 12463
5764 1926 13114 5714
18946 2139 19660 16297
10394 6833 19895 9222
4973 16142 6239 16936
10127 18842 11822 19884
7800 15047 14561 16530
4094 19006 14905 19710
6673 5241 12554 13912
9215 423 13822 15681
5558 2130 12147 10811
3736 19940 16731 19959
9767 11526 18171 12666
13748 16811 19770 16865
7334 2871 9673 14136
15089 17046 16585 18182
915 14036 18093 18179
6478 5451 19587 15774
14626 5407 17274 7756
3629 3928 13225 17234
17662 3396 18948 10183
1919 9968 16719 11719
18612 1456 18724 17542
515 17934 13522 18860
13558 9863 16419 13588
11875 7633 15226 14290
14828 6032 17372 6243
13044 1924 14373 19340
12872 7961 19807 14836
3820 16336 8104 17997
18004 19164 18201 19182
17609 2437 18650 19380
3305 2423 13097 12654
3549 10872 14167 12665
18629 13895 19888 15958
18126 8405 18151 19989
492 7357 10894 14893
12237 2644 15750 10006
7724 54 14393 8003
17671 14835 19025 18535
6028 12866 9533 17397
2454 5059 6212 18680
11236 17263 19621 18257
16301 10695 18292 18329
14422 5093 17776 15345
4679 3283 15658 6236
18039 12337 19248 12819
2926 1688 13492 17984
18187 14006 19810 17063
6428 8557 11031 16363
4462 1753 8113 8236
10793 15152 11774 19966
2843 15548 19879 18505
8279 19402 17084 19766
16564 16722 19878 17578
18067 18312 18924 18611
2709 18498 6989 19783
1717 1849 3652 10246
594 16905 887 18069
14318 1928 19956 5366
2886 6442 8864 7680
12016 13147 17507 18788
18747 4410 19897 5121
6306 17838 18885 18984
4730 7763 5144 12116
16226 3768 17765 6687
18842 15074 19788 16110
11824 6464 16655 14314
19030 4260 19180 17133
11835 9098 17343 12201
4625 12806 6186 13301
7907 8495 11973 14736
9758 10530 17880 14552
13425 10782 16247 11427
6100 8663 17684 18539
7450 6439 18008 7594
12112 2552 18574 10386
6760 749 18973 7165
13779 2594 14781 16780
17368 7398 19638 13558
13602 14552 19363 18452
3324 2244 5036 17191
9348 1639 12512 18295
5027 1356 12765 13149
16858 13064 17056 16186
5157 17192 16725 17479
5416 15125 9202 19189
16026 37 16380 13073
16410 12090 19819 12378
6467 2576 13545 12519
3253 9307 4758 17861
18081 5754 18339 14041
3793 14202 14202 16117
4368 3939 12239 19096
3274 19086 17306 19304
17320 12427 18529 12485
4631 1309 19503 11973
14759 12013 17358 18817
13754 17390 16874 17729
7919 14620 18808 16439
16196 8029 19017 9882
2818 10914 13566 17619
2291 1845 16928 11952
13347 564 16670 4662
9481 16659 15615 19816
568 9341 7212 19589
1403 16184 4326 19917
2457 14706 17801 18753
17634 7269 19833 11786
7565 16422 15588 16900
18007 4468 19692 13820
7276 14566 13439 19727
16684 17138 19387 18648
13415 510 16803 15703
14799 12789 16300 15575
4655 16632 8554 18108
17643 14259 18016 15055
16286 10193 19446 11689
12517 14078 15331 16395
8199 18478 12038 18484
14685 16882 19764 19401
18512 4969 19685 13160
6412 4778 12816 6971
18189 800 19980 18826
3717 17319 4209 19945
18073 10099 18358 19370
10419 5516 16698 18999
3448 9261 17539 13051
10732 9620 15036 16872
16916 2381 19687 10376
4105 9204 4888 17002
6741 3969 6930 15304
6099 16375 6776 16567
8611 15795 11160 17154
13404 6539 14093 17536
13525 2986 15928 7544
6351 11227 12111 13198
3135 16408 14362 19911
16071 10637 19646 11354
9606 13384 12224 17827
18294 14763 19030 17976
11956 12103 19998 14293
16306 14814 17543 18188
16267 18895 19627 19476
19548 11602 19859 18282
7845 2388 14568 11476
14204 7700 19234 9905
9543 14265 19368 15991
4249 19258 8269 19685
2769 8200 19261 14154
11024 10440 11261 16804
18572 851 18941 1389
17500 17814 19006 19957
1170 3716 1476 15192
2909 12848 11295 17771
13700 17599 16585 18694
7406 17142 17675 17449
11583 6982 12723 19103
14004 7594 17816 8932
15470 9144 15760 9952
903 16765 5857 19594
7599 10455 14268 10494
14786 6022 17851 7693
14490 17544 16098 19681
4675 13789 9884 17299
17859 17134 18138 19502
19826 7703 19969 15499
5279 10786 5849 18944
13150 3505 15867 9948
990 3777 18018 5863
12851 453 14400 19046
11993 10037 17373 11281
1355 4505 13055 19066
1111 17629 3902 19282
15613 1655 17496 15153
11061 9086 17212 9481
8830 18679 17546 19350
11618 3444 16288 12743
18989 9745 19915 15192
17972 15895 19344 17512
19626 19333 19967 19599
17999 11330 19255 19859
13524 8202 17323 17585
7374 475 11916 7480
6925 15283 16773 15375
3778 6139 14095 11118
7573 15717 17204 18570
7418 17074 14948 19499
4251 18641 5972 19234
14137 19825 19290 19947
18679 7697 19771 18874
15770 16684 19611 18420
12226 2859 12808 10181
8623 10991 15858 16383
13374 2053 16884 11567
16998 6944 17611 9553
10556 17211 11249 19274
11856 11226 19051 13144
19445 17650 19859 17794
14612 9803 18195 10694
3517 15098 10039 15190
1411 15479 3523 15818
8189 5740 18856 7144
19342 12653 19549 15278
4056 19128 18400 19136
1685 19680 12503 19690
15121 1142 19503 6097
16997 7531 17511 18430
4553 9670 12511 11507
17730 8958 18526 9642
5709 15497 7122 15758
17748 18056 18790 18300
5405 18417 5454 19245
9395 628 10182 11314
11081 11181 18155 13536
19846 895 19920 15615
15284 16207 18492 16885
1427 8124 14614 12740
40 15208 16940 15658
11519 16517 14156 16815
12816 15423 18343 19336
18331 18593 18350 18911
2299 2329 4979 7467
1234 8753 1889 13284
11619 6261 14539 15915
15622 7326 17049 13143
12446 1467 13460 8836
11735 6307 12152 15978
18734 19513 19726 19986
6451 18470 14224 19612
3529 19169 19694 19576
17492 17533 18001 17551
9378 410 13255 14909
8651 9525 12532 15917
12984 5288 19329 11929
12359 18323 12505 18485
3788 15246 7586 15831
6660 4553 12924 6221
18258 10029 19558 10447
17478 19927 19737 19994
19218 904 19409 3336
8630 11290 12793 15738
4508 11310 10638 19028
14689 13698 19449 16747
3675 16530 19891 17165
16767 8202 17722 11982
8484 12944 17539 19102
3248 2237 14828 12180
17832 12686 19539 13463
4675 9609 6426 12955
571 16252 19174 18709
16987 1962 19723 17644
1822 17730 10669 18885
7151 18045 13550 19971
16014 6754 16885 17661
14032 17261 17505 19867
15881 11677 17212 17116
3936 10999 18339 12403
11828 15060 12647 16064
5158 13486 18303 18544
4611 2589 8100 16672
11079 6969 19477 16851
8215 12628 16611 13389
17679 12637 19283 17233
8462 8274 14131 14853
12651 18381 17726 18850
4247 15681 5113 19273
16839 18411 18973 18818
17308 19579 19537 19644
17231 8684 17538 13177
7068 16024 11467 16079
8254 15028 13562 16908
11668 3151 13281 11490
13738 11215 15698 12622
3464 18389 10238 18888
9404 17 18275 14974
5778 13940 14501 14180
11845 1390 16628 15446
7963 15729 18011 19878
19006 3124 19088 11256
3688 4996 7369 15932
2174 3468 18583 14227
10454 7479 11068 11254
8662 1556 16669 16765
11292 18152 15630 19941
17356 3435 17856 16616
17729 4972 19243 11567
16228 760 17925 14181
12419 3870 16056 15105
19490 10823 19735 19618
5193 11093 14287 17318
12776 12258 15229 12589
10843 17150 14719 19479
18316 10195 18543 18497
5687 2595 14208 9611
16850 1677 17822 1834
10475 6210 17098 11910
6544 4498 14595 9671
16577 1546 19583 16135
15610 12169 18379 12523
14694 10328 18174 18507
17317 6221 17451 14602
803 15466 9472 16636
19946 12194 19973 18715
7591 15124 15617 16913
13399 14244 19283 14479
13244 4807 13552 10199
5463 19098 7687 19645
18653 16008 19288 17468
1044 9731 7095 19333
13651 19588 18403 19713
5218 11464 9050 11893
14706 8545 16296 9709
5377 5673 6757 19314
4065 7045 18989 18075
5181 4678 10710 8758
1928 19378 18043 19457
2639 9077 16363 15336
17785 7817 17847 8175
2876 16627 19444 18286
15929 6041 16748 17343
4407 2797 18101 16749
4676 9252 18619 14164
3319 17263 14283 19737
17485 19203 17675 19881
1776 12417 11089 16954
5183 1033 11026 11135
17154 16514 19958 17713
15690 3471 19257 18394
1234 5116 15396 6061
17840 12403 18012 12768
8681 15035 11341 19042
19153 9456 19292 9794
2600 18854 3186 19738
359 16308 16831 16689
10032 16760 18019 19771
729 1637 17030 14611
1699 14772 19975 17718
18463 17654 19351 19869
11044 17887 17601 18556
11614 11456 14711 15699
15895 3070 19965 7101
15366 8499 19538 12597
1325 5085 7334 7932
5872 7797 9835 10362
10136 4022 12983 14242
4490 18977 12757 18978
11514 6065 15172 14390
8650 6880 17845 15177
8776 8895 10162 12761
9136 12069 17630 15293
4603 18521 5489 18625
19464 9129 19656 14117
15479 11507 19074 12194
8458 10874 8466 16143
10507 16334 11953 17485
4555 12117 6647 16160
17082 15953 19987 19224
11373 7791 13520 10557
1523 15733 5086 17746
1976 4440 5973 17480
8793 14531 9564 16028
7142 7054 13076 7145
287 7777 2412 10317
12174 16868 17364 18967
19220 12290 19696 12991
16962 3311 18447 6838
17878 6743 19238 11305
12193 9551 19807 9795
5328 14632 15884 17951
15807 7704 19430 16462
5999 4930 15634 8047
5668 8227 10209 19535
10148 4246 19504 5213
8683 7204 16728 12878
14866 16499 19841 18407
3173 3976 16943 13529
19651 9316 19775 16580
12368 552 15358 10733
15438 17946 17706 19033
8327 11586 10230 15139
7128 4573 10347 19366
9744 1318 17299 6526
5119 17788 12871 19451
14610 12256 15413 12291
4665 4834 11326 8313
8627 7510 18627 9885
15829 2720 17396 9168
12415 11745 13745 12686
2768 325 10749 10799
9414 4487 15949 9793
19037 7616 19407 17176
6545 11823 11767 17914
6370 3485 15456 8991
3436 8160 9815 12672
8599 6909 17811 12585
804 19850 3190 20000
5884 7035 13390 12596
4829 8251 14817 18661
16884 19907 18530 19944
4678 10935 18818 13332
12789 17601 14319 19344
19959 3072 19962 14504
8296 5555 11760 16989
11680 5303 13230 17638
12335 15116 18385 17542
11794 7446 15434 11921
4102 12707 15115 15669
9623 7484 11786 11754
2521 2485 18725 4543
1238 3414 14764 10239
12961 2667 16790 12977
4613 13688 12143 17779
5185 6816 11702 8453
7095 3160 13215 6161
15170 17782 15997 18429
5559 7852 19414 9971
12147 19420 13050 19469
7407 14141 19929 15951
12421 4825 13064 10913
18815 7336 19130 9225
6307 8975 10608 19237
18108 18342 19435 19852
10158 18730 13821 19173
12028 5207 17989 8753
3899 16385 10315 19256
16984 8500 18282 14183
8961 1950 18238 10154
13765 4494 14896 4645
11739 3451 11793 19407
799 15322 16494 18062
4665 17566 9010 19787
16494 2904 16628 7193
1622 10794 18708 18017
16610 11011 17227 18690
14604 13813 19815 13889
10933 14011 15039 17141
11671 2584 15997 4639
9012 10689 9117 15777
1438 12791 17557 13241
5519 12618 7235 17485
7216 12788 9983 15647
11207 4623 13095 8506
14958 7030 15493 15188
13955 4582 19613 11721
5455 15579 6312 18585
7981 9755 17509 11303
8503 7605 10286 9929
17084 10159 18264 16883
948 3192 7395 14816
9670 18487 11809 18824
548 2151 14264 16744
17773 19483 19939 19834
17839 9102 18493 14754
16983 13592 19266 13960
11466 12786 12355 19708
1418 1220 12913 9317
3782 2378 7001 19677
12157 7982 12481 15160
18644 5029 19278 7730
4215 18719 10874 19458
16560 17296 18782 19416
12075 18116 13251 19637
11220 4925 19444 9468
7822 14899 15221 16708
3861 18334 16893 18510
8726 14541 17077 14825
4440 9189 12933 10308
15172 1480 15750 9576
2657 1123 15932 2155
6577 3218 18022 9264
4361 11878 4406 12788
16253 17405 18981 17889
18795 19542 19923 19740
13196 11711 16137 11957
1370 5238 11588 13617
12987 13582 15443 19321
19899 15078 19997 16791
14874 13846 18973 18088
1877 7356 7724 16181
12885 10408 13716 15703
9432 16842 17371 19211
7149 7132 19372 19165
17791 8878 18996 10100
3654 6457 12385 18385
8578 3710 8602 4418
5249 13703 7371 16397
13276 6019 14923 19086
2745 6426 19908 19816
11346 10956 12197 12767
7336 1818 12440 15727
10547 7194 12143 13599
6892 1336 16952 10484
19105 1179 19455 12104
9909 5282 18046 10731
852 10588 3364 18768
9552 10361 19339 14945
19864 3343 19868 14034
9637 141 14940 13306
16926 18353 18324 19138
1266 10867 19516 11001
9791 3008 10497 17401
9371 19859 15836 19998
16700 10224 17174 12830
15998 13016 18230 16406
9690 2671 10284 5646
8861 13376 11748 19736
13840 11496 16725 18517
4784 18130 19313 18881
18555 18300 19123 19249
9403 7061 15817 15794
16644 1943 19318 2427
17378 9162 18080 19584
17951 6805 18950 8773
15532 7076 17694 19916
16653 19826 17039 19991
15210 18978 19051 19905
1608 19612 2590 19710
6242 16884 15925 19146
8605 2526 13737 13662
1010 15354 17233 19719
16556 10594 19253 17168
12222 16231 15207 16731
13081 3497 19121 19042
6339 249 18821 554
8871 983 13918 10398
9460 7239 16930 10406
16501 3628 17418 18700
4277 1036 18858 11019
14960 5192 16078 9842
19982 8590 19989 10932
6504 16310 8512 18276
5981 4236 11092 6587
4564 5464 17271 17161
9715 15650 12381 18702
17911 11704 19142 17559
15161 955 16340 12072
3068 18970 15882 19955
2307 7840 18066 11662
9318 4913 19550 18627
8878 560 12783 2260
11862 3815 16620 18105
10610 10629 16751 11668
9537 19383 13339 19598
12869 15715 16970 17694
14498 373 17597 19382
10940 9351 12083 17269
713 3847 1277 14188
19054 6627 19577 17914
6282 13748 15697 19264
16606 7364 17445 17933
8983 9905 18200 19038
15595 7248 19963 13649
657 7082 2843 7201
16149 12909 17714 19666
420 516 18360 9176
8535 15139 19210 15442
3529 11387 7480 11970
8963 17188 11741 18501
3920 10962 19724 17814
2820 5565 7102 15572
7841 13866 12476 15901
4224 8900 14177 13169
18635 13505 19065 16313
17192 16479 18600 17861
18799 3171 19150 12375
12848 10493 13606 19629
